volume,author_id,work_id,book,books_in_osis,chapter_start,verse_start,testament_group,osis_ref,passage
volume_1,irenaeus,against_heresies_iv,Exod,Exod,21,6,old_testament_or_other,Bible:Exod.21.6,Ex. xxi. 6
volume_1,irenaeus,against_heresies_iv,Heb,Heb,5,7,new_testament,Bible:Heb.5.7-Heb.5.9,Heb. v. 7–9
volume_1,irenaeus,against_heresies_iv,Ps,Ps,40,6,old_testament_or_other,Bible:Ps.40.6,Ps. xl. 6
volume_1,irenaeus,against_heresies_iv,Ps,Ps,51,17,old_testament_or_other,Bible:Ps.51.17,Ps. li. 17
volume_1,irenaeus,against_heresies_iv,Ps,Ps,50,9,old_testament_or_other,Bible:Ps.50.9,Ps. l. 9
volume_1,irenaeus,against_heresies_iv,Ps,Ps,50,14,old_testament_or_other,Bible:Ps.50.14-Ps.50.15,"Ps. l. 14, 15"
volume_1,irenaeus,against_heresies_iv,Isa,Isa,1,11,old_testament_or_other,Bible:Isa.1.11,Isa. i. 11
volume_1,irenaeus,against_heresies_iv,Ps,Ps,51,19,old_testament_or_other,Bible:Ps.51.19,Ps. li. 19
volume_1,irenaeus,against_heresies_iv,Jer,Jer,6,20,old_testament_or_other,Bible:Jer.6.20,Jer. vi. 20
volume_1,irenaeus,against_heresies_iv,Jer,Jer,7,2,old_testament_or_other,Bible:Jer.7.2-Jer.7.3,"Jer. vii. 2, 3"
volume_1,irenaeus,against_heresies_iv,Jer,Jer,7,21,old_testament_or_other,Bible:Jer.7.21,Jer. vii. 21
volume_1,irenaeus,against_heresies_iv,Jer,Jer,9,24,old_testament_or_other,Bible:Jer.9.24,Jer. ix. 24
volume_1,irenaeus,against_heresies_iv,Isa,Isa,43,23,old_testament_or_other,Bible:Isa.43.23-Isa.43.24,"Isa. xliii. 23, 24"
volume_1,irenaeus,against_heresies_iv,Isa,Isa,46,2,old_testament_or_other,Bible:Isa.46.2,Isa. xlvi. 2
volume_1,irenaeus,against_heresies_iv,Jer,Jer,11,15,old_testament_or_other,Bible:Jer.11.15,Jer. xi. 15
volume_1,irenaeus,against_heresies_iv,Isa,Isa,58,6,old_testament_or_other,Bible:Isa.58.6,Isa. lviii. 6
volume_1,irenaeus,against_heresies_iv,Zech,Zech,7,9,old_testament_or_other,Bible:Zech.7.9-Zech.7.10,"Zech. vii. 9, 10"
volume_1,irenaeus,against_heresies_iv,Zech,Zech,8,16,old_testament_or_other,Bible:Zech.8.16-Zech.8.17,"Zech. viii. 16, 17"
volume_1,irenaeus,against_heresies_iv,Ps,Ps,34,13,old_testament_or_other,Bible:Ps.34.13-Ps.34.14,"Ps. xxxiv. 13, 14"
volume_1,irenaeus,against_heresies_iv,Hos,Hos,6,6,old_testament_or_other,Bible:Hos.6.6,Hos. vi. 6
volume_1,irenaeus,against_heresies_iv,Matt,Matt,12,7,new_testament,Bible:Matt.12.7,Matt. xii. 7
volume_1,irenaeus,against_heresies_iv,Matt,Matt,26,26,new_testament,Bible:Matt.26.26,Matt. xxvi. 26
volume_1,irenaeus,against_heresies_iv,Mal,Mal,1,10,old_testament_or_other,Bible:Mal.1.10-Mal.1.11,"Mal. i. 10, 11"
volume_1,irenaeus,against_heresies_iv,Rev,Rev,5,8,new_testament,Bible:Rev.5.8,Rev. v. 8
volume_1,irenaeus,against_heresies_iv,Matt,Matt,5,23,new_testament,Bible:Matt.5.23-Matt.5.24,"Matt. v. 23, 24"
volume_1,irenaeus,against_heresies_iv,Deut,Deut,16,16,old_testament_or_other,Bible:Deut.16.16,Deut. xvi. 16
volume_1,irenaeus,against_heresies_iv,Luke,Luke,21,4,new_testament,Bible:Luke.21.4,Luke xxi. 4
volume_1,irenaeus,against_heresies_iv,Acts,Acts,2,44,new_testament,Bible:Acts.2.44-Acts.2.45,"Acts ii. 44, 45"
volume_1,irenaeus,against_heresies_iv,Gen,Gen,4,7,old_testament_or_other,Bible:Gen.4.7,Gen. iv. 7
volume_1,irenaeus,against_heresies_iv,Matt,Matt,23,27,new_testament,Bible:Matt.23.27-Matt.23.28,"Matt. xxiii. 27, 28"
volume_1,irenaeus,against_heresies_iv,Matt,Matt,23,26,new_testament,Bible:Matt.23.26,Matt. xxiii. 26
volume_1,irenaeus,against_heresies_iv,Jer,Jer,22,17,old_testament_or_other,Bible:Jer.22.17,Jer. xxii. 17
volume_1,irenaeus,against_heresies_iv,Isa,Isa,30,1,old_testament_or_other,Bible:Isa.30.1,Isa. xxx. 1
volume_1,irenaeus,against_heresies_iv,John,John,19,11,new_testament,Bible:John.19.11,John xix. 11
volume_1,irenaeus,against_heresies_iv,Isa,Isa,66,3,old_testament_or_other,Bible:Isa.66.3,Isa. lxvi. 3
volume_1,irenaeus,against_heresies_iv,Phil,Phil,4,18,new_testament,Bible:Phil.4.18,Phil. iv. 18
volume_1,irenaeus,against_heresies_iv,Mark,Mark,4,28,new_testament,Bible:Mark.4.28,Mark iv. 28
volume_1,irenaeus,against_heresies_iv,Prov,Prov,19,17,old_testament_or_other,Bible:Prov.19.17,Prov. xix. 17
volume_1,irenaeus,against_heresies_iv,Matt,Matt,25,34,new_testament,Bible:Matt.25.34,Matt. xxv. 34
volume_1,irenaeus,against_heresies_iv,Rev,Rev,11,19,new_testament,Bible:Rev.11.19,Rev. xi. 19
volume_1,irenaeus,against_heresies_iv,Isa,Isa,40,12,old_testament_or_other,Bible:Isa.40.12,Isa. xl. 12
volume_1,irenaeus,against_heresies_iv,Eph,Eph,1,21,new_testament,Bible:Eph.1.21,Eph. i. 21
volume_1,irenaeus,against_heresies_iv,Jer,Jer,23,23,old_testament_or_other,Bible:Jer.23.23,Jer. xxiii. 23
volume_1,irenaeus,against_heresies_iv,Gen,Gen,2,7,old_testament_or_other,Bible:Gen.2.7,Gen. ii. 7
volume_1,irenaeus,against_heresies_iv,Mal,Mal,2,10,old_testament_or_other,Bible:Mal.2.10,Mal. ii. 10
volume_1,irenaeus,against_heresies_iv,Eph,Eph,4,6,new_testament,Bible:Eph.4.6,Eph. iv. 6
volume_1,irenaeus,against_heresies_iv,Rev,Rev,3,7,new_testament,Bible:Rev.3.7,Rev. iii. 7
volume_1,irenaeus,against_heresies_iv,1Pet,1Pet,2,23,new_testament,Bible:1Pet.2.23,1 Pet. ii. 23
volume_1,irenaeus,against_heresies_iv,Col,Col,1,18,new_testament,Bible:Col.1.18,Col. i. 18
volume_1,irenaeus,against_heresies_iv,Prov,Prov,3,19,old_testament_or_other,Bible:Prov.3.19-Prov.3.20,"Prov. iii. 19, 20"
volume_1,irenaeus,against_heresies_iv,Prov,Prov,8,22,old_testament_or_other,Bible:Prov.8.22-Prov.8.25,Prov. viii. 22–25
volume_1,irenaeus,against_heresies_iv,Prov,Prov,8,27,old_testament_or_other,Bible:Prov.8.27-Prov.8.31,Prov. viii. 27–31
volume_1,irenaeus,against_heresies_iv,Luke,Luke|Luke,1,71,new_testament,Bible:Luke.1.71 Bible:Luke.1.75,"Luke i. 71, 75"
volume_1,irenaeus,against_heresies_iv,Exod,Exod,33,20,old_testament_or_other,Bible:Exod.33.20,Ex. xxxiii. 20
volume_1,irenaeus,against_heresies_iv,Luke,Luke,18,27,new_testament,Bible:Luke.18.27,Luke xviii. 27
volume_1,irenaeus,against_heresies_iv,Deut,Deut,5,24,old_testament_or_other,Bible:Deut.5.24,Deut. v. 24
volume_1,irenaeus,against_heresies_iv,Hos,Hos,12,10,old_testament_or_other,Bible:Hos.12.10,Hos. xii. 10
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,12,4,new_testament,Bible:1Cor.12.4-1Cor.12.7,1 Cor. xii. 4–7
volume_1,irenaeus,against_heresies_iv,John,John,1,18,new_testament,Bible:John.1.18,John i. 18
volume_1,irenaeus,against_heresies_iv,Isa,Isa,6,5,old_testament_or_other,Bible:Isa.6.5,Isa. vi. 5
volume_1,irenaeus,against_heresies_iv,Ps,Ps,22,15,old_testament_or_other,Bible:Ps.22.15,Ps. xxii. 15
volume_1,irenaeus,against_heresies_iv,Deut,Deut,4,24,old_testament_or_other,Bible:Deut.4.24,Deut. iv. 24
volume_1,irenaeus,against_heresies_iv,Exod,Exod,34,6,old_testament_or_other,Bible:Exod.34.6-Exod.34.7,"Ex. xxxiv. 6, 7"
volume_1,irenaeus,against_heresies_iv,Num,Num,12,8,old_testament_or_other,Bible:Num.12.8,Num. xii. 8
volume_1,irenaeus,against_heresies_iv,Exod,Exod,33,20,old_testament_or_other,Bible:Exod.33.20-Exod.33.22,Ex. xxxiii. 20–22
volume_1,irenaeus,against_heresies_iv,Matt,Matt,17,3,new_testament,Bible:Matt.17.3,Matt. xvii. 3
volume_1,irenaeus,against_heresies_iv,1Kgs,1Kgs,19,11,old_testament_or_other,Bible:1Kgs.19.11-1Kgs.19.12,"1 Kings xix. 11, 12"
volume_1,irenaeus,against_heresies_iv,Isa,Isa,42,3,old_testament_or_other,Bible:Isa.42.3,Isa. xlii. 3
volume_1,irenaeus,against_heresies_iv,Ezek,Ezek,1,1,old_testament_or_other,Bible:Ezek.1.1,Ezek. i. 1
volume_1,irenaeus,against_heresies_iv,Ezek,Ezek,2,1,old_testament_or_other,Bible:Ezek.2.1,Ezek. ii. 1
volume_1,irenaeus,against_heresies_iv,Dan,Dan,3,26,old_testament_or_other,Bible:Dan.3.26,Dan. iii. 26
volume_1,irenaeus,against_heresies_iv,Dan,Dan,7,13,old_testament_or_other,Bible:Dan.7.13-Dan.7.14,"Dan. vii. 13, 14"
volume_1,irenaeus,against_heresies_iv,Dan,Dan,7,4,old_testament_or_other,Bible:Dan.7.4,Dan. vii. 4
volume_1,irenaeus,against_heresies_iv,Rev,Rev,1,12,new_testament,Bible:Rev.1.12,Rev. i. 12
volume_1,irenaeus,against_heresies_iv,Rev,Rev,1,17,new_testament,Bible:Rev.1.17,Rev. i. 17
volume_1,irenaeus,against_heresies_iv,Rev,Rev,5,6,new_testament,Bible:Rev.5.6,Rev. v. 6
volume_1,irenaeus,against_heresies_iv,Rev,Rev,19,11,new_testament,Bible:Rev.19.11-Rev.19.17,Rev. xix. 11–17
volume_1,irenaeus,against_heresies_iv,Hos,Hos,1,2,old_testament_or_other,Bible:Hos.1.2-Hos.1.3,"Hos. i. 2, 3"
volume_1,irenaeus,against_heresies_iv,Acts,Acts,15,14,new_testament,Bible:Acts.15.14,Acts xv. 14
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,7,14,new_testament,Bible:1Cor.7.14,1 Cor. vii. 14
volume_1,irenaeus,against_heresies_iv,Hos,Hos,1,6,old_testament_or_other,Bible:Hos.1.6-Hos.1.9,Hos. i. 6–9
volume_1,irenaeus,against_heresies_iv,Rom,Rom,9,25,new_testament,Bible:Rom.9.25-Rom.9.26,"Rom. ix. 25, 26"
volume_1,irenaeus,against_heresies_iv,Matt,Matt,21,31,new_testament,Bible:Matt.21.31,Matt. xxi. 31
volume_1,irenaeus,against_heresies_iv,Gal,Gal,3,5,new_testament,Bible:Gal.3.5-Gal.3.9,Gal. iii. 5–9
volume_1,irenaeus,against_heresies_iv,Gen,Gen,12,3,old_testament_or_other,Bible:Gen.12.3,Gen. xii. 3
volume_1,irenaeus,against_heresies_iv,Rom,Rom,9,10,new_testament,Bible:Rom.9.10-Rom.9.13,Rom. ix. 10–13
volume_1,irenaeus,against_heresies_iv,Gen,Gen,25,23,old_testament_or_other,Bible:Gen.25.23,Gen. xxv. 23
volume_1,irenaeus,against_heresies_iv,Rom,Rom,9,13,new_testament,Bible:Rom.9.13,Rom. ix. 13
volume_1,irenaeus,against_heresies_iv,Mal,Mal,1,2,old_testament_or_other,Bible:Mal.1.2,Mal. i. 2
volume_1,irenaeus,against_heresies_iv,Gen,Gen,25,26,old_testament_or_other,Bible:Gen.25.26,Gen. xxv. 26
volume_1,irenaeus,against_heresies_iv,Rev,Rev,6,2,new_testament,Bible:Rev.6.2,Rev. vi. 2
volume_1,irenaeus,against_heresies_iv,John,John,19,15,new_testament,Bible:John.19.15,John xix. 15
volume_1,irenaeus,against_heresies_iv,Ps,Ps,2,8,old_testament_or_other,Bible:Ps.2.8,Ps. ii. 8
volume_1,irenaeus,against_heresies_iv,Isa,Isa,4,4,old_testament_or_other,Bible:Isa.4.4,Isa. iv. 4
volume_1,irenaeus,against_heresies_iv,John,John,13,5,new_testament,Bible:John.13.5,John xiii. 5
volume_1,irenaeus,against_heresies_iv,Eph,Eph,4,9,new_testament,Bible:Eph.4.9,Eph. iv. 9
volume_1,irenaeus,against_heresies_iv,Rom,Rom,3,30,new_testament,Bible:Rom.3.30,Rom. iii. 30
volume_1,irenaeus,against_heresies_iv,John,John,4,35,new_testament,Bible:John.4.35,John iv. 35
volume_1,irenaeus,against_heresies_iv,Matt,Matt,1,20,new_testament,Bible:Matt.1.20,Matt. i. 20
volume_1,irenaeus,against_heresies_iv,Luke,Luke,4,18,new_testament,Bible:Luke.4.18,Luke iv. 18
volume_1,irenaeus,against_heresies_iv,Isa,Isa,61,1,old_testament_or_other,Bible:Isa.61.1,Isa. lxi. 1
volume_1,irenaeus,against_heresies_iv,Acts,Acts,8,27,new_testament,Bible:Acts.8.27,Acts viii. 27
volume_1,irenaeus,against_heresies_iv,Isa,Isa,53,7,old_testament_or_other,Bible:Isa.53.7,Isa. liii. 7
volume_1,irenaeus,against_heresies_iv,Acts,Acts,2,41,new_testament,Bible:Acts.2.41,Acts ii. 41
volume_1,irenaeus,against_heresies_iv,Acts,Acts,4,4,new_testament,Bible:Acts.4.4,Acts iv. 4
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,15,10,new_testament,Bible:1Cor.15.10,1 Cor. xv. 10
volume_1,irenaeus,against_heresies_iv,Phil,Phil,2,8,new_testament,Bible:Phil.2.8,Phil. ii. 8
volume_1,irenaeus,against_heresies_iv,Eph,Eph,2,20,new_testament,Bible:Eph.2.20,Eph. ii. 20
volume_1,irenaeus,against_heresies_iv,Gal,Gal,3,14,new_testament,Bible:Gal.3.14-Gal.3.20,Gal. iii. 14–20
volume_1,irenaeus,against_heresies_iv,Gen,Gen,38,28,old_testament_or_other,Bible:Gen.38.28,Gen. xxxviii. 28
volume_1,irenaeus,against_heresies_iv,John,John,4,37,new_testament,Bible:John.4.37,John iv. 37
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,3,7,new_testament,Bible:1Cor.3.7,1 Cor. iii. 7
volume_1,irenaeus,against_heresies_iv,Jer,Jer,9,2,old_testament_or_other,Bible:Jer.9.2,Jer. ix. 2
volume_1,irenaeus,against_heresies_iv,Matt,Matt,13,44,new_testament,Bible:Matt.13.44,Matt. xiii. 44
volume_1,irenaeus,against_heresies_iv,Matt,Matt,13,38,new_testament,Bible:Matt.13.38,Matt. xiii. 38
volume_1,irenaeus,against_heresies_iv,Dan,Dan|Dan,12,4,old_testament_or_other,Bible:Dan.12.4 Bible:Dan.12.7,"Dan. xii. 4, 7"
volume_1,irenaeus,against_heresies_iv,Jer,Jer,23,20,old_testament_or_other,Bible:Jer.23.20,Jer. xxiii. 20
volume_1,irenaeus,against_heresies_iv,Dan,Dan,12,3,old_testament_or_other,Bible:Dan.12.3,Dan. xii. 3
volume_1,irenaeus,against_heresies_iv,Luke,Luke|Luke,24,26,new_testament,Bible:Luke.24.26 Bible:Luke.24.47,"Luke xxiv. 26, 47"
volume_1,irenaeus,against_heresies_iv,Acts,Acts,1,3,new_testament,Bible:Acts.1.3,Acts i. 3
volume_1,irenaeus,against_heresies_iv,Sir,Sir,4,31,deuterocanonical,Bible:Sir.4.31,Sirach iv. 31
volume_1,irenaeus,against_heresies_iv,Lev,Lev,10,1,old_testament_or_other,Bible:Lev.10.1-Lev.10.2,"Lev. x. 1, 2"
volume_1,irenaeus,against_heresies_iv,Num,Num,16,33,old_testament_or_other,Bible:Num.16.33,Num. xvi. 33
volume_1,irenaeus,against_heresies_iv,1Kgs,1Kgs,14,10,old_testament_or_other,Bible:1Kgs.14.10,1 Kings xiv. 10
volume_1,irenaeus,against_heresies_iv,Sus,Sus,1,56,deuterocanonical,Bible:Sus.1.56,Susanna 56
volume_1,irenaeus,against_heresies_iv,Exod,Exod,23,7,old_testament_or_other,Bible:Exod.23.7,Ex. xxiii. 7
volume_1,irenaeus,against_heresies_iv,Matt,Matt,24,48,new_testament,Bible:Matt.24.48,Matt. xxiv. 48
volume_1,irenaeus,against_heresies_iv,Luke,Luke,12,45,new_testament,Bible:Luke.12.45,Luke xii. 45
volume_1,irenaeus,against_heresies_iv,Num,Num,16,15,old_testament_or_other,Bible:Num.16.15,Num. xvi. 15
volume_1,irenaeus,against_heresies_iv,1Sam,1Sam,12,3,old_testament_or_other,Bible:1Sam.12.3,1 Sam. xii. 3
volume_1,irenaeus,against_heresies_iv,2Cor,2Cor,2,17,new_testament,Bible:2Cor.2.17,2 Cor. ii. 17
volume_1,irenaeus,against_heresies_iv,2Cor,2Cor,7,2,new_testament,Bible:2Cor.7.2,2 Cor. vii. 2
volume_1,irenaeus,against_heresies_iv,Isa,Isa,60,17,old_testament_or_other,Bible:Isa.60.17,Isa. lx. 17
volume_1,irenaeus,against_heresies_iv,Matt,Matt,24,45,new_testament,Bible:Matt.24.45-Matt.24.46,"Matt. xxiv. 45, 46"
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,12,28,new_testament,Bible:1Cor.12.28,1 Cor. xii. 28
volume_1,irenaeus,against_heresies_iv,Rom,Rom,2,12,new_testament,Bible:Rom.2.12-Rom.2.16,Rom. ii. 12–16
volume_1,irenaeus,against_heresies_iv,1Sam,1Sam,18,,old_testament_or_other,Bible:1Sam.18,1 Sam. xviii.
volume_1,irenaeus,against_heresies_iv,2Sam,2Sam,11,27,old_testament_or_other,Bible:2Sam.11.27,2 Sam. xi. 27
volume_1,irenaeus,against_heresies_iv,2Sam,2Sam,12,1,old_testament_or_other,Bible:2Sam.12.1,2 Sam. xii. 1
volume_1,irenaeus,against_heresies_iv,1Kgs,1Kgs,8,27,old_testament_or_other,Bible:1Kgs.8.27,1 Kings viii. 27
volume_1,irenaeus,against_heresies_iv,1Kgs,1Kgs,4,34,old_testament_or_other,Bible:1Kgs.4.34,1 Kings iv. 34
volume_1,irenaeus,against_heresies_iv,1Kgs,1Kgs,10,1,old_testament_or_other,Bible:1Kgs.10.1,1 Kings x. 1
volume_1,irenaeus,against_heresies_iv,1Kgs,1Kgs,11,1,old_testament_or_other,Bible:1Kgs.11.1,1 Kings xi. 1
volume_1,irenaeus,against_heresies_iv,1Pet,1Pet,3,19,new_testament,Bible:1Pet.3.19-1Pet.3.20,"1 Pet. iii. 19, 20"
volume_1,irenaeus,against_heresies_iv,Rom,Rom,3,23,new_testament,Bible:Rom.3.23,Rom. iii. 23
volume_1,irenaeus,against_heresies_iv,Rom,Rom|Rom,11,17,new_testament,Bible:Rom.11.17 Bible:Rom.11.21,"Rom. xi. 17, 21"
volume_1,irenaeus,against_heresies_iv,Exod,Exod,32,6,old_testament_or_other,Bible:Exod.32.6,Ex. xxxii. 6
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,10,1,new_testament,Bible:1Cor.10.1,1 Cor. x. 1
volume_1,irenaeus,against_heresies_iv,Matt,Matt,25,41,new_testament,Bible:Matt.25.41,Matt. xxv. 41
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,6,9,new_testament,Bible:1Cor.6.9-1Cor.6.10,"1 Cor. vi. 9, 10"
volume_1,irenaeus,against_heresies_iv,Matt,Matt,18,8,new_testament,Bible:Matt.18.8-Matt.18.9,"Matt. xviii. 8, 9"
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,5,11,new_testament,Bible:1Cor.5.11,1 Cor. v. 11
volume_1,irenaeus,against_heresies_iv,Eph,Eph,5,6,new_testament,Bible:Eph.5.6-Eph.5.7,"Eph. v. 6, 7"
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,5,6,new_testament,Bible:1Cor.5.6,1 Cor. v. 6
volume_1,irenaeus,against_heresies_iv,Rom,Rom,1,18,new_testament,Bible:Rom.1.18,Rom. i. 18
volume_1,irenaeus,against_heresies_iv,Luke,Luke,18,7,new_testament,Bible:Luke.18.7-Luke.18.8,"Luke xviii. 7, 8"
volume_1,irenaeus,against_heresies_iv,2Thess,2Thess,1,6,new_testament,Bible:2Thess.1.6-2Thess.1.10,2 Thess. i. 6–10
volume_1,irenaeus,against_heresies_iv,Ps,Ps,34,16,old_testament_or_other,Bible:Ps.34.16,Ps. xxxiv. 16
volume_1,irenaeus,against_heresies_iv,Matt,Matt,26,24,new_testament,Bible:Matt.26.24,Matt. xxvi. 24
volume_1,irenaeus,against_heresies_iv,Matt,Matt,10,15,new_testament,Bible:Matt.10.15,Matt. x. 15
volume_1,irenaeus,against_heresies_iv,Eph,Eph,5,4,new_testament,Bible:Eph.5.4,Eph. v. 4
volume_1,irenaeus,against_heresies_iv,2Cor,2Cor,2,15,new_testament,Bible:2Cor.2.15-2Cor.2.16,"2 Cor. ii. 15, 16"
volume_1,irenaeus,against_heresies_iv,Num,Num,14,30,old_testament_or_other,Bible:Num.14.30,Num. xiv. 30
volume_1,irenaeus,against_heresies_iv,Jonah,Jonah,4,11,old_testament_or_other,Bible:Jonah.4.11,Jon. iv. 11
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,14,20,new_testament,Bible:1Cor.14.20,1 Cor. xiv. 20
volume_1,irenaeus,against_heresies_iv,Exod,Exod,9,35,old_testament_or_other,Bible:Exod.9.35,Ex. ix. 35
volume_1,irenaeus,against_heresies_iv,Matt,Matt,13,11,new_testament,Bible:Matt.13.11-Matt.13.16,Matt. xiii. 11–16
volume_1,irenaeus,against_heresies_iv,Isa,Isa,6,10,old_testament_or_other,Bible:Isa.6.10,Isa. vi. 10
volume_1,irenaeus,against_heresies_iv,2Cor,2Cor,4,4,new_testament,Bible:2Cor.4.4,2 Cor. iv. 4
volume_1,irenaeus,against_heresies_iv,Rom,Rom,1,28,new_testament,Bible:Rom.1.28,Rom. i. 28
volume_1,irenaeus,against_heresies_iv,2Thess,2Thess,2,11,new_testament,Bible:2Thess.2.11,2 Thess. ii. 11
volume_1,irenaeus,against_heresies_iv,Exod,Exod,3,19,old_testament_or_other,Bible:Exod.3.19,Ex. iii. 19
volume_1,irenaeus,against_heresies_iv,Exod,Exod,3,22,old_testament_or_other,Bible:Exod.3.22,Ex. iii. 22
volume_1,irenaeus,against_heresies_iv,Exod,Exod,11,2,old_testament_or_other,Bible:Exod.11.2,Ex. xi. 2
volume_1,irenaeus,against_heresies_iv,Exod,Exod,1,13,old_testament_or_other,Bible:Exod.1.13-Exod.1.14,"Ex. i. 13, 14"
volume_1,irenaeus,against_heresies_iv,Luke,Luke,6,29,new_testament,Bible:Luke.6.29,Luke vi. 29
volume_1,irenaeus,against_heresies_iv,Matt,Matt,7,5,new_testament,Bible:Matt.7.5,Matt. vii. 5
volume_1,irenaeus,against_heresies_iv,Matt,Matt,7,1,new_testament,Bible:Matt.7.1-Matt.7.2,"Matt. vii. 1, 2"
volume_1,irenaeus,against_heresies_iv,Luke,Luke,3,11,new_testament,Bible:Luke.3.11,Luke iii. 11
volume_1,irenaeus,against_heresies_iv,Matt,Matt,25,35,new_testament,Bible:Matt.25.35-Matt.25.36,"Matt. xxv. 35, 36"
volume_1,irenaeus,against_heresies_iv,Matt,Matt,6,3,new_testament,Bible:Matt.6.3,Matt. vi. 3
volume_1,irenaeus,against_heresies_iv,Luke,Luke,16,9,new_testament,Bible:Luke.16.9,Luke xvi. 9
volume_1,irenaeus,against_heresies_iv,Rev,Rev,15,,new_testament,Bible:Rev.15,Rev. xv.
volume_1,irenaeus,against_heresies_iv,Rev,Rev,16,,new_testament,Bible:Rev.16,Rev. xvi.
volume_1,irenaeus,against_heresies_iv,Titus,Titus,1,15,new_testament,Bible:Titus.1.15,Tit. i. 15
volume_1,irenaeus,against_heresies_iv,Gen,Gen,19,33,old_testament_or_other,Bible:Gen.19.33,Gen. xix. 33
volume_1,irenaeus,against_heresies_iv,Gen,Gen,19,35,old_testament_or_other,Bible:Gen.19.35,Gen. xix. 35
volume_1,irenaeus,against_heresies_iv,Gen,Gen,19,31,old_testament_or_other,Bible:Gen.19.31-Gen.19.32,"Gen. xix. 31, 32"
volume_1,irenaeus,against_heresies_iv,Gal,Gal,4,24,new_testament,Bible:Gal.4.24,Gal. iv. 24
volume_1,irenaeus,against_heresies_iv,Matt,Matt,11,19,new_testament,Bible:Matt.11.19,Matt. xi. 19
volume_1,irenaeus,against_heresies_iv,Ps,Ps,3,6,old_testament_or_other,Bible:Ps.3.6,Ps. iii. 6
volume_1,irenaeus,against_heresies_iv,Jer,Jer,31,26,old_testament_or_other,Bible:Jer.31.26,Jer. xxxi. 26
volume_1,irenaeus,against_heresies_iv,Matt,Matt,5,13,new_testament,Bible:Matt.5.13,Matt. v. 13
volume_1,irenaeus,against_heresies_iv,Gen,Gen,1,3,old_testament_or_other,Bible:Gen.1.3,Gen. i. 3
volume_1,irenaeus,against_heresies_iv,John,John,1,3,new_testament,Bible:John.1.3,John i. 3
volume_1,irenaeus,against_heresies_iv,Eph,Eph,4,5,new_testament,Bible:Eph.4.5-Eph.4.6,"Eph. iv. 5, 6"
volume_1,irenaeus,against_heresies_iv,Eph,Eph,4,16,new_testament,Bible:Eph.4.16,Eph. iv. 16
volume_1,irenaeus,against_heresies_iv,Col,Col,2,19,new_testament,Bible:Col.2.19,Col. ii. 19
volume_1,irenaeus,against_heresies_iv,1Cor,1Cor,2,15,new_testament,Bible:1Cor.2.15,1 Cor. ii. 15
volume_1,irenaeus,against_heresies_iv,Ps,Ps,25,14,old_testament_or_other,Bible:Ps.25.14,Ps. xxv. 14
volume_1,irenaeus,against_heresies_iv,Rom,Rom,1,21,new_testament,Bible:Rom.1.21,Rom. i. 21
volume_1,irenaeus,against_heresies_iv,Isa,Isa,53,3,old_testament_or_other,Bible:Isa.53.3,Isa. liii. 3
volume_1,irenaeus,against_heresies_iv,Zech,Zech,9,9,old_testament_or_other,Bible:Zech.9.9,Zech. ix. 9
volume_1,irenaeus,against_heresies_iv,Ps,Ps,118,22,old_testament_or_other,Bible:Ps.118.22,Ps. cxviii. 22
volume_1,irenaeus,against_heresies_iv,Exod,Exod,17,11,old_testament_or_other,Bible:Exod.17.11,Ex. xvii. 11
volume_1,irenaeus,against_heresies_iv,Isa,Isa,11,12,old_testament_or_other,Bible:Isa.11.12,Isa. xi. 12
volume_1,irenaeus,against_heresies_iv,Dan,Dan,7,13,old_testament_or_other,Bible:Dan.7.13,Dan. vii. 13
volume_1,irenaeus,against_heresies_iv,Isa,Isa,11,4,old_testament_or_other,Bible:Isa.11.4,Isa. xi. 4
volume_1,irenaeus,against_heresies_iv,Matt,Matt,3,12,new_testament,Bible:Matt.3.12,Matt. iii. 12
volume_1,irenaeus,against_heresies_iv,Luke,Luke,3,17,new_testament,Bible:Luke.3.17,Luke iii. 17
volume_1,irenaeus,against_heresies_iv,1John,1John,5,6,new_testament,Bible:1John.5.6,1 John v. 6
volume_1,irenaeus,against_heresies_iv,John,John,19,34,new_testament,Bible:John.19.34-John.19.35,"John xix. 34, 35"
volume_1,irenaeus,against_heresies_iv,John,John,19,34,new_testament,Bible:John.19.34,John xix. 34
volume_1,irenaeus,against_heresies_iv,Matt,Matt,12,41,new_testament,Bible:Matt.12.41-Matt.12.42,"Matt. xii. 41, 42"
volume_1,irenaeus,against_heresies_iv,Matt,Matt,22,43,new_testament,Bible:Matt.22.43,Matt. xxii. 43
volume_1,irenaeus,against_heresies_iv,Luke,Luke,11,21,new_testament,Bible:Luke.11.21-Luke.11.22,"Luke xi. 21, 22"
